marca,capacidade,avaliacao_energia,tipo,funcionalidades,cores,material,periodo_garantia,pais_fabricacao,preco,mediana_capacidade
LG,793.0,A,Double Door,Smart Connectivity,Silver,Plastic,9.0,China,1212.0,458.0
Panasonic,127.0,B,Single Door,Smart Connectivity,Gray,Glass,2.0,USA,944.0,466.0
Electrolux,581.0,A,Double Door,Ice Dispenser,Silver,Plastic,1.0,Germany,977.0,458.0
Frigidaire,385.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,9.0,USA,881.0,446.5
Whirlpool,722.0,A+,Double Door,Water Dispenser,Gray,Plastic,5.0,Germany,1960.0,479.0
GE,646.0,A++,Single Door,Water Dispenser,Silver,Stainless Steel,5.0,China,1160.0,446.0
LG,390.0,A++,Single Door,Smart Connectivity,Gray,Plastic,7.0,Germany,718.0,465.0
Whirlpool,107.0,A++,Single Door,Ice Dispenser,Silver,Glass,6.0,India,323.0,416.5
Frigidaire,431.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,8.0,USA,1252.0,446.5
Bosch,169.0,A,Double Door,Smart Connectivity,White,Glass,5.0,China,1382.0,424.0
Haier,426.0,A,Double Door,Smart Connectivity,Silver,Glass,4.0,India,1077.0,469.0
Frigidaire,710.0,B,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,2.0,China,819.0,429.5
Bosch,451.0,B,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,6.0,China,512.0,434.5
Whirlpool,674.0,A+,Double Door,Smart Connectivity,Black,Glass,7.0,India,620.0,479.0
Samsung,347.0,B,Single Door,Smart Connectivity,White,Glass,3.0,USA,1147.0,447.0
LG,474.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,1.0,India,1098.0,458.0
Siemens,755.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,6.0,China,845.0,469.0
GE,301.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,3.0,China,381.0,403.0
GE,563.0,A++,Double Door,Smart Connectivity,Silver,Stainless Steel,3.0,Germany,783.0,446.0
LG,694.0,A,Single Door,Smart Connectivity,Black,Plastic,8.0,USA,206.0,458.0
Bosch,229.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,4.0,USA,1101.0,441.5
Panasonic,667.0,A,Side-by-Side,Water Dispenser,Black,Plastic,3.0,USA,1363.0,463.0
Haier,422.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,2.0,China,1547.0,434.5
Bosch,464.0,A,Single Door,Smart Connectivity,Gray,Glass,4.0,India,842.0,424.0
Samsung,262.0,B,Single Door,Smart Connectivity,Silver,Plastic,5.0,USA,1099.0,447.0
GE,681.0,A++,Single Door,Water Dispenser,White,Glass,6.0,Germany,1121.0,446.0
Haier,663.0,A,Side-by-Side,Smart Connectivity,Black,Stainless Steel,7.0,Germany,662.0,469.0
LG,451.0,A++,Double Door,Water Dispenser,Silver,Plastic,3.0,China,1731.0,465.0
Samsung,153.0,A,Single Door,Water Dispenser,Gray,Plastic,2.0,USA,1595.0,440.0
LG,246.0,B,Double Door,Smart Connectivity,Silver,Plastic,6.0,China,1298.0,431.0
Panasonic,113.0,A+,Double Door,Ice Dispenser,Black,Glass,2.0,China,1099.0,430.0
Siemens,476.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,China,1679.0,476.0
Panasonic,666.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,1.0,China,1364.0,469.0
Frigidaire,378.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,1.0,USA,1264.0,436.0
Haier,217.0,A+,Double Door,Water Dispenser,Black,Glass,8.0,Germany,309.0,444.0
GE,224.0,A+,Double Door,Smart Connectivity,Gray,Plastic,2.0,Germany,421.0,403.0
LG,362.0,A++,Single Door,Ice Dispenser,Gray,Plastic,5.0,India,1503.0,465.0
GE,451.0,A++,Side-by-Side,Ice Dispenser,White,Glass,1.0,Germany,290.0,446.0
Panasonic,127.0,B,Single Door,Ice Dispenser,Black,Plastic,6.0,China,316.0,466.0
GE,676.0,A,Double Door,Smart Connectivity,Gray,Plastic,2.0,China,782.0,447.0
Siemens,252.0,B,Double Door,Smart Connectivity,Gray,Plastic,7.0,India,507.0,450.5
Panasonic,671.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,3.0,USA,1521.0,430.0
Siemens,440.0,A++,Single Door,Water Dispenser,Black,Stainless Steel,1.0,Germany,903.0,469.0
Frigidaire,689.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,3.0,USA,810.0,429.5
Frigidaire,430.0,B,Side-by-Side,Ice Dispenser,Gray,Glass,9.0,Germany,741.0,429.5
Whirlpool,766.0,B,Double Door,Water Dispenser,Silver,Plastic,7.0,USA,732.0,461.0
Electrolux,249.0,B,Double Door,Ice Dispenser,Silver,Plastic,5.0,USA,1389.0,431.5
Electrolux,168.0,A,Single Door,Smart Connectivity,Silver,Plastic,3.0,China,1436.0,458.0
GE,354.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,9.0,China,1643.0,403.0
Haier,698.0,A,Single Door,Ice Dispenser,Gray,Plastic,9.0,USA,465.0,469.0
Frigidaire,618.0,B,Side-by-Side,Smart Connectivity,Black,Glass,9.0,China,477.0,429.5
Whirlpool,792.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,8.0,USA,1189.0,479.0
Haier,193.0,A++,Single Door,Water Dispenser,Black,Glass,3.0,USA,1381.0,434.5
Frigidaire,637.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,China,1441.0,436.0
Bosch,386.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,6.0,USA,1610.0,441.5
Haier,551.0,A++,Side-by-Side,Ice Dispenser,Black,Plastic,1.0,USA,499.0,434.5
Whirlpool,431.0,B,Side-by-Side,Ice Dispenser,White,Glass,5.0,China,452.0,461.0
Samsung,126.0,A++,Single Door,Ice Dispenser,Black,Plastic,9.0,USA,1864.0,452.0
Electrolux,673.0,A+,Double Door,Smart Connectivity,Silver,Glass,1.0,China,486.0,461.0
Siemens,348.0,A++,Single Door,Ice Dispenser,Silver,Plastic,3.0,Germany,1143.0,469.0
Frigidaire,677.0,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,7.0,USA,818.0,446.5
LG,721.0,A++,Side-by-Side,Ice Dispenser,White,Glass,5.0,India,840.0,465.0
Panasonic,451.0,B,Double Door,Smart Connectivity,Gray,Glass,1.0,China,1071.0,466.0
Haier,244.0,A++,Double Door,Water Dispenser,White,Stainless Steel,3.0,Germany,1732.0,434.5
LG,451.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,5.0,Germany,1099.0,465.0
GE,112.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,India,557.0,403.0
Panasonic,706.0,B,Single Door,Smart Connectivity,Gray,Glass,2.0,India,1872.0,466.0
Haier,306.0,A,Double Door,Smart Connectivity,White,Stainless Steel,6.0,Germany,1860.0,469.0
Bosch,200.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,3.0,Germany,870.0,424.0
LG,432.0,A,Double Door,Smart Connectivity,Black,Glass,3.0,India,1046.0,458.0
Whirlpool,451.0,A+,Double Door,Water Dispenser,Gray,Glass,8.0,China,639.0,479.0
Siemens,784.0,B,Double Door,Smart Connectivity,White,Plastic,9.0,China,1995.0,450.5
Frigidaire,134.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,9.0,India,452.0,440.5
Samsung,221.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,8.0,USA,337.0,452.0
Panasonic,184.0,B,Side-by-Side,Smart Connectivity,White,Plastic,7.0,India,268.0,466.0
Bosch,634.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,7.0,India,492.0,424.0
Panasonic,280.0,A,Single Door,Smart Connectivity,Silver,Plastic,9.0,USA,810.0,463.0
GE,561.0,B,Single Door,Water Dispenser,White,Plastic,3.0,India,673.0,471.0
Electrolux,780.0,B,Double Door,Water Dispenser,Gray,Plastic,2.0,India,1099.0,431.5
Electrolux,729.0,B,Double Door,Smart Connectivity,Black,Plastic,1.0,China,1793.0,431.5
Electrolux,529.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,4.0,Germany,1110.0,431.0
Bosch,283.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,Germany,1738.0,424.0
Electrolux,680.0,A++,Single Door,Ice Dispenser,Black,Plastic,6.0,China,603.0,431.0
Frigidaire,137.0,A,Double Door,Water Dispenser,Silver,Stainless Steel,6.0,USA,1284.0,440.5
Whirlpool,385.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,6.0,China,493.0,416.5
Whirlpool,309.0,B,Side-by-Side,Ice Dispenser,Gray,Glass,5.0,China,1099.0,461.0
Siemens,129.0,A++,Double Door,Water Dispenser,Silver,Glass,1.0,China,980.0,469.0
Haier,102.0,A,Side-by-Side,Ice Dispenser,White,Plastic,6.0,India,264.0,469.0
GE,293.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,3.0,USA,416.0,403.0
LG,642.0,B,Single Door,Ice Dispenser,Gray,Plastic,4.0,India,1768.0,431.0
Haier,531.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,5.0,China,1391.0,444.0
Haier,799.0,A++,Single Door,Smart Connectivity,Gray,Glass,2.0,China,997.0,434.5
Siemens,488.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,6.0,India,1755.0,469.0
Whirlpool,476.0,B,Side-by-Side,Water Dispenser,Black,Plastic,9.0,USA,1256.0,461.0
Bosch,546.0,B,Double Door,Water Dispenser,Black,Plastic,6.0,Germany,939.0,434.5
Samsung,622.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,8.0,Germany,430.0,452.0
Panasonic,179.0,A+,Single Door,Smart Connectivity,Gray,Plastic,3.0,USA,748.0,430.0
Bosch,188.0,A+,Side-by-Side,Water Dispenser,White,Glass,3.0,Germany,1508.0,446.5
Panasonic,461.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,8.0,USA,1160.0,469.0
Electrolux,359.0,A,Single Door,Ice Dispenser,White,Glass,2.0,China,1887.0,458.0
Electrolux,177.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,China,1076.0,458.0
GE,268.0,A++,Single Door,Smart Connectivity,Silver,Plastic,6.0,India,570.0,446.0
Samsung,198.0,B,Single Door,Ice Dispenser,Silver,Plastic,2.0,China,1099.0,447.0
Bosch,527.0,B,Double Door,Smart Connectivity,Gray,Glass,8.0,India,638.0,434.5
Panasonic,518.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,7.0,Germany,1490.0,466.0
Whirlpool,143.0,A,Double Door,Smart Connectivity,White,Stainless Steel,5.0,India,516.0,457.5
Frigidaire,532.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,2.0,India,1099.0,446.5
Samsung,288.0,A,Double Door,Water Dispenser,Gray,Stainless Steel,8.0,China,1353.0,440.0
Electrolux,737.0,A,Single Door,Water Dispenser,Black,Stainless Steel,9.0,India,1099.0,458.0
LG,159.0,A+,Side-by-Side,Water Dispenser,Black,Plastic,3.0,China,1721.0,453.0
GE,369.0,A++,Double Door,Smart Connectivity,White,Glass,5.0,India,1944.0,446.0
Samsung,778.0,A,Single Door,Smart Connectivity,Silver,Glass,4.0,China,1099.0,440.0
Panasonic,632.0,A,Side-by-Side,Water Dispenser,Black,Plastic,9.0,India,666.0,463.0
Bosch,719.0,A++,Single Door,Smart Connectivity,Silver,Glass,2.0,Germany,356.0,441.5
Bosch,181.0,A+,Side-by-Side,Ice Dispenser,White,Glass,7.0,USA,1773.0,446.5
GE,206.0,A+,Single Door,Smart Connectivity,Black,Glass,2.0,USA,1143.0,403.0
Panasonic,430.0,A+,Side-by-Side,Water Dispenser,Black,Plastic,4.0,China,1857.0,430.0
Electrolux,696.0,B,Side-by-Side,Smart Connectivity,White,Plastic,5.0,China,602.0,431.5
Bosch,340.0,A+,Double Door,Smart Connectivity,White,Plastic,1.0,India,1740.0,446.5
Electrolux,624.0,A,Single Door,Smart Connectivity,Silver,Plastic,2.0,Germany,1324.0,458.0
Bosch,681.0,A,Side-by-Side,Water Dispenser,Black,Plastic,8.0,USA,842.0,424.0
Siemens,744.0,A++,Double Door,Water Dispenser,White,Glass,7.0,USA,489.0,469.0
Bosch,220.0,A,Double Door,Smart Connectivity,Silver,Glass,5.0,China,1243.0,424.0
Electrolux,757.0,A+,Side-by-Side,Ice Dispenser,White,Glass,1.0,Germany,880.0,461.0
LG,226.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,5.0,China,1131.0,431.0
Frigidaire,267.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,USA,1099.0,429.5
Samsung,516.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,India,268.0,458.0
Frigidaire,175.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,3.0,India,1513.0,436.0
Siemens,693.0,A++,Single Door,Ice Dispenser,Gray,Glass,7.0,Germany,1341.0,469.0
Samsung,766.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,6.0,India,1652.0,452.0
Bosch,106.0,A,Single Door,Smart Connectivity,Silver,Glass,7.0,Germany,1811.0,424.0
Panasonic,378.0,A+,Double Door,Smart Connectivity,Gray,Plastic,2.0,China,439.0,430.0
Haier,536.0,B,Single Door,Water Dispenser,Silver,Glass,1.0,USA,1099.0,440.0
LG,788.0,B,Side-by-Side,Smart Connectivity,White,Glass,7.0,Germany,458.0,431.0
Frigidaire,545.0,B,Single Door,Water Dispenser,White,Plastic,7.0,India,651.0,429.5
Whirlpool,118.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,India,1150.0,416.5
Bosch,540.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,Germany,711.0,441.5
Frigidaire,641.0,B,Single Door,Smart Connectivity,White,Stainless Steel,6.0,India,1535.0,429.5
Bosch,426.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,6.0,China,1646.0,441.5
Siemens,590.0,A,Single Door,Water Dispenser,Gray,Plastic,3.0,USA,430.0,476.0
GE,196.0,A+,Single Door,Smart Connectivity,Black,Plastic,1.0,China,219.0,403.0
Siemens,370.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,6.0,China,1868.0,450.5
Electrolux,596.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,9.0,Germany,1378.0,431.5
LG,364.0,A,Single Door,Water Dispenser,Black,Plastic,1.0,India,970.0,458.0
Electrolux,729.0,B,Double Door,Water Dispenser,White,Plastic,2.0,Germany,1476.0,431.5
Electrolux,428.0,A,Single Door,Ice Dispenser,Silver,Plastic,9.0,India,484.0,458.0
Samsung,324.0,A++,Single Door,Water Dispenser,Black,Glass,4.0,China,1285.0,452.0
Siemens,451.0,A+,Single Door,Smart Connectivity,Silver,Plastic,4.0,India,770.0,455.0
Samsung,366.0,A+,Double Door,Smart Connectivity,White,Plastic,4.0,Germany,1099.0,458.0
Siemens,557.0,A,Double Door,Ice Dispenser,Black,Glass,4.0,Germany,1082.0,476.0
GE,451.0,A,Double Door,Smart Connectivity,White,Plastic,1.0,Germany,1321.0,447.0
Bosch,527.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,2.0,China,1501.0,441.5
Haier,451.0,A++,Double Door,Smart Connectivity,Gray,Glass,4.0,USA,921.0,434.5
Whirlpool,281.0,B,Double Door,Water Dispenser,Black,Glass,2.0,India,577.0,461.0
LG,759.0,A++,Single Door,Water Dispenser,Black,Plastic,6.0,Germany,1153.0,465.0
Frigidaire,730.0,A+,Single Door,Smart Connectivity,White,Plastic,5.0,China,801.0,446.5
GE,423.0,B,Single Door,Ice Dispenser,White,Glass,2.0,China,1766.0,471.0
GE,366.0,B,Double Door,Water Dispenser,Silver,Glass,7.0,India,671.0,471.0
LG,750.0,B,Single Door,Ice Dispenser,Silver,Plastic,5.0,USA,485.0,431.0
Samsung,758.0,A++,Side-by-Side,Smart Connectivity,White,Glass,8.0,India,450.0,452.0
Electrolux,619.0,A+,Double Door,Smart Connectivity,White,Glass,9.0,China,451.0,461.0
GE,451.0,A,Side-by-Side,Smart Connectivity,Black,Glass,9.0,China,308.0,447.0
Samsung,718.0,A+,Double Door,Ice Dispenser,Black,Plastic,8.0,China,1878.0,458.0
Bosch,176.0,B,Single Door,Ice Dispenser,White,Plastic,5.0,China,803.0,434.5
Frigidaire,429.5,B,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,China,377.0,429.5
Bosch,129.0,A,Double Door,Water Dispenser,White,Glass,3.0,USA,1881.0,424.0
Bosch,768.0,B,Single Door,Smart Connectivity,Silver,Plastic,3.0,China,1935.0,434.5
Samsung,773.0,A,Single Door,Smart Connectivity,Silver,Glass,6.0,Germany,1610.0,440.0
Samsung,240.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,5.0,Germany,777.0,447.0
Panasonic,407.0,B,Single Door,Ice Dispenser,Gray,Glass,7.0,China,1794.0,466.0
Whirlpool,598.0,A,Single Door,Smart Connectivity,Black,Plastic,5.0,India,317.0,457.5
Bosch,371.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,8.0,Germany,1071.0,434.5
GE,159.0,A+,Single Door,Water Dispenser,Silver,Plastic,9.0,Germany,328.0,403.0
Haier,302.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,7.0,India,437.0,434.5
Frigidaire,163.0,A,Single Door,Water Dispenser,Black,Stainless Steel,9.0,USA,272.0,440.5
Whirlpool,148.0,A+,Single Door,Water Dispenser,Black,Glass,3.0,China,1046.0,479.0
Whirlpool,337.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,2.0,Germany,1319.0,479.0
Frigidaire,229.0,B,Single Door,Smart Connectivity,Black,Plastic,8.0,China,819.0,429.5
Samsung,182.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,4.0,India,1032.0,452.0
Electrolux,285.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,6.0,Germany,1433.0,431.0
Frigidaire,435.0,A++,Double Door,Water Dispenser,Gray,Glass,5.0,USA,1131.0,436.0
Bosch,245.0,A++,Single Door,Smart Connectivity,Silver,Plastic,5.0,India,293.0,441.5
Bosch,451.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,5.0,China,1099.0,441.5
Siemens,320.0,B,Single Door,Smart Connectivity,White,Stainless Steel,1.0,China,1010.0,450.5
Electrolux,152.0,A,Double Door,Smart Connectivity,Gray,Glass,6.0,India,1248.0,458.0
Bosch,405.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,6.0,Germany,1064.0,446.5
Whirlpool,264.0,A++,Double Door,Smart Connectivity,Gray,Plastic,9.0,China,983.0,416.5
Samsung,483.0,A,Double Door,Smart Connectivity,Gray,Plastic,6.0,China,1265.0,440.0
Panasonic,628.0,A+,Double Door,Water Dispenser,Black,Stainless Steel,1.0,Germany,1131.0,430.0
Electrolux,665.0,B,Side-by-Side,Smart Connectivity,White,Plastic,6.0,China,221.0,431.5
Electrolux,451.0,A+,Single Door,Water Dispenser,White,Plastic,2.0,Germany,1124.0,461.0
Siemens,451.0,A,Single Door,Smart Connectivity,Gray,Glass,7.0,India,897.0,476.0
LG,576.0,B,Single Door,Water Dispenser,Silver,Glass,9.0,Germany,484.0,431.0
Samsung,422.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,Germany,452.0,452.0
Haier,252.0,B,Side-by-Side,Ice Dispenser,Gray,Glass,5.0,China,1434.0,440.0
GE,208.0,A++,Double Door,Smart Connectivity,Silver,Plastic,3.0,China,1622.0,446.0
Whirlpool,193.0,A++,Double Door,Ice Dispenser,Gray,Plastic,5.0,China,1771.0,416.5
Whirlpool,765.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,5.0,USA,693.0,479.0
Haier,650.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,9.0,China,344.0,469.0
Electrolux,631.0,A+,Side-by-Side,Water Dispenser,Gray,Glass,9.0,India,1483.0,461.0
Bosch,511.0,A,Side-by-Side,Ice Dispenser,Silver,Plastic,8.0,USA,765.0,424.0
Siemens,712.0,B,Double Door,Smart Connectivity,Silver,Glass,4.0,Germany,671.0,450.5
GE,243.0,B,Single Door,Water Dispenser,White,Glass,3.0,USA,1147.0,471.0
Bosch,537.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,5.0,USA,1295.0,441.5
Whirlpool,502.0,B,Single Door,Ice Dispenser,Silver,Glass,1.0,India,548.0,461.0
Frigidaire,257.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,8.0,India,1441.0,429.5
Panasonic,112.0,A++,Single Door,Water Dispenser,Black,Plastic,1.0,China,1798.0,469.0
LG,732.0,A+,Single Door,Smart Connectivity,White,Glass,8.0,Germany,463.0,453.0
Haier,655.0,A,Single Door,Smart Connectivity,Black,Plastic,9.0,India,271.0,469.0
Frigidaire,541.0,A++,Side-by-Side,Ice Dispenser,Gray,Glass,8.0,Germany,1099.0,436.0
Panasonic,649.0,B,Single Door,Smart Connectivity,White,Glass,9.0,China,1278.0,466.0
Haier,142.0,A,Double Door,Water Dispenser,Gray,Plastic,5.0,China,1229.0,469.0
Frigidaire,758.0,A++,Single Door,Ice Dispenser,Black,Glass,9.0,China,1922.0,436.0
LG,451.0,A,Double Door,Smart Connectivity,White,Plastic,5.0,USA,844.0,458.0
Frigidaire,778.0,B,Double Door,Water Dispenser,Silver,Plastic,5.0,China,774.0,429.5
Panasonic,584.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,2.0,USA,234.0,430.0
Whirlpool,372.0,A+,Double Door,Ice Dispenser,Black,Plastic,7.0,India,1895.0,479.0
Frigidaire,532.0,A,Single Door,Smart Connectivity,Gray,Glass,1.0,India,1025.0,440.5
Samsung,791.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,5.0,Germany,351.0,440.0
Whirlpool,208.0,A+,Double Door,Smart Connectivity,Black,Plastic,8.0,USA,1892.0,479.0
Siemens,270.0,A,Side-by-Side,Ice Dispenser,Black,Stainless Steel,5.0,India,1734.0,476.0
Frigidaire,709.0,A,Side-by-Side,Water Dispenser,Black,Stainless Steel,9.0,Germany,360.0,440.5
Samsung,345.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,9.0,Germany,1360.0,447.0
Panasonic,687.0,B,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,2.0,USA,1099.0,466.0
Samsung,683.0,B,Single Door,Smart Connectivity,Gray,Plastic,1.0,China,1985.0,447.0
LG,641.0,A++,Single Door,Water Dispenser,White,Plastic,8.0,China,1022.0,465.0
Siemens,774.0,A,Single Door,Water Dispenser,White,Glass,1.0,USA,1069.0,476.0
Bosch,630.0,A,Single Door,Water Dispenser,Gray,Stainless Steel,5.0,India,221.0,424.0
GE,421.0,A+,Side-by-Side,Water Dispenser,White,Plastic,7.0,China,1510.0,403.0
Whirlpool,349.0,B,Single Door,Smart Connectivity,White,Glass,4.0,Germany,1061.0,461.0
Panasonic,428.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,1.0,USA,426.0,430.0
Samsung,405.0,A+,Side-by-Side,Smart Connectivity,Silver,Glass,4.0,Germany,377.0,458.0
LG,484.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,USA,302.0,458.0
Samsung,495.0,A+,Double Door,Water Dispenser,Gray,Glass,9.0,China,925.0,458.0
Samsung,612.0,B,Side-by-Side,Ice Dispenser,White,Plastic,9.0,China,1395.0,447.0
Frigidaire,474.0,B,Single Door,Water Dispenser,White,Glass,7.0,India,1904.0,429.5
GE,279.0,A+,Side-by-Side,Water Dispenser,Gray,Plastic,4.0,China,400.0,403.0
LG,451.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,2.0,USA,1579.0,431.0
GE,681.0,A++,Side-by-Side,Water Dispenser,White,Stainless Steel,5.0,India,1570.0,446.0
Samsung,309.0,B,Double Door,Smart Connectivity,Black,Stainless Steel,6.0,China,1798.0,447.0
Frigidaire,432.0,A,Double Door,Smart Connectivity,Gray,Glass,6.0,China,1048.0,440.5
Bosch,150.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,3.0,USA,308.0,446.5
Panasonic,451.0,A+,Double Door,Ice Dispenser,Gray,Plastic,5.0,Germany,1320.0,430.0
Whirlpool,599.0,A,Single Door,Water Dispenser,Black,Glass,4.0,China,1992.0,457.5
LG,453.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,4.0,Germany,371.0,453.0
Bosch,400.0,B,Side-by-Side,Water Dispenser,Silver,Plastic,5.0,USA,562.0,434.5
Frigidaire,148.0,A,Single Door,Ice Dispenser,White,Stainless Steel,3.0,Germany,1297.0,440.5
Panasonic,260.0,A,Double Door,Smart Connectivity,Black,Plastic,3.0,USA,328.0,463.0
Bosch,626.0,A++,Single Door,Ice Dispenser,White,Plastic,3.0,China,885.0,441.5
Frigidaire,231.0,B,Single Door,Ice Dispenser,White,Plastic,5.0,China,1600.0,429.5
Electrolux,303.0,B,Side-by-Side,Smart Connectivity,White,Glass,8.0,Germany,1634.0,431.5
Frigidaire,146.0,B,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,8.0,Germany,282.0,429.5
Haier,613.0,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,4.0,China,1062.0,444.0
Frigidaire,454.0,A++,Double Door,Smart Connectivity,Silver,Glass,5.0,China,711.0,436.0
Siemens,768.0,B,Single Door,Smart Connectivity,White,Plastic,9.0,USA,466.0,450.5
Frigidaire,391.0,A+,Double Door,Water Dispenser,Silver,Stainless Steel,6.0,Germany,1099.0,446.5
GE,276.0,A,Side-by-Side,Smart Connectivity,Silver,Glass,5.0,India,1865.0,447.0
Haier,268.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,4.0,USA,453.0,440.0
Whirlpool,506.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,3.0,China,1508.0,416.5
Whirlpool,505.0,B,Double Door,Smart Connectivity,White,Glass,5.0,USA,928.0,461.0
Bosch,451.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,7.0,USA,1138.0,446.5
Samsung,742.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,USA,849.0,452.0
Electrolux,192.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,9.0,USA,808.0,431.5
Bosch,482.0,B,Side-by-Side,Smart Connectivity,Black,Glass,3.0,India,482.0,434.5
Panasonic,196.0,A,Double Door,Smart Connectivity,Silver,Plastic,5.0,USA,1056.0,463.0
Haier,451.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,8.0,Germany,1606.0,440.0
Frigidaire,346.0,B,Side-by-Side,Water Dispenser,Black,Stainless Steel,6.0,China,635.0,429.5
Haier,245.0,A+,Side-by-Side,Water Dispenser,Silver,Stainless Steel,8.0,China,400.0,444.0
Samsung,573.0,B,Single Door,Smart Connectivity,White,Stainless Steel,2.0,USA,1482.0,447.0
Siemens,777.0,B,Double Door,Smart Connectivity,Gray,Plastic,8.0,Germany,493.0,450.5
Samsung,662.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,9.0,USA,1099.0,458.0
Whirlpool,136.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,7.0,Germany,1406.0,416.5
Frigidaire,451.0,A,Single Door,Smart Connectivity,Black,Glass,5.0,USA,262.0,440.5
Frigidaire,442.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,7.0,China,1215.0,429.5
Panasonic,667.0,A++,Double Door,Water Dispenser,Silver,Glass,1.0,Germany,916.0,469.0
Haier,117.0,A,Double Door,Smart Connectivity,Black,Plastic,5.0,China,1099.0,469.0
